Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes)
com_0290_prep_groundclenup_v015.nk,66e09a477e6b4b9c2f4c5036,sagar.misal,,,pnewspt106.basilic.com,2024/09/11 0:43:11,2024/09/11 0:43:11,2024/09/11 0:45:34,2d_pool,2d_group,50,1001-1095,95,10,Nuke,1,18116605,0,0,5,00:00:02:22,00:00:10:52,00:00:01:05,00:00:00:58,00:00:00:50,00:00:00:05,00:00:00:03,00:00:10:01,00:00:01:00,00:00:00:55,00:00:10:01,00:00:01:00,00:00:00:55,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:06,00:00:00:01,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,0,0,0,23598997504,4251126592,4620880896,99 %,14 %,16 %,30224251,170802049,0,0,0
ECF-0335__plate_fg01_v0001_paint_v001.nk,66e09c0e7e6b4b9c2f4c50a3,abhishek.kandari,,,pnewspt101,2024/09/11 0:50:46,2024/09/11 0:50:47,2024/09/11 0:52:32,2d_pool,2d_group,100,1001-1064,64,64,Nuke,0,0,0,0,15,00:00:01:45,00:00:25:20,00:00:00:23,00:00:00:20,00:00:00:57,00:00:00:00,00:00:00:00,00:00:23:57,00:00:00:22,00:00:00:19,00:00:23:57,00:00:00:22,00:00:00:19,00:00:00:23,00:00:00:00,00:00:00:22,00:00:00:22,00:00:00:21,00:00:00:00,00:00:00:20,00:00:00:20,00:00:00:00,00:00:00:00,5620249642,87816400,89261906,7760576512,1757101143,1787496832,99 %,14 %,14 %,50564714,363926438,0,0,0
ECF-0335_prep_dummyremoval_G_v001.nk,66e095a37e6b4b9c2f4c4fb6,abhishek.kandari,,,pnewspt101,2024/09/11 0:23:23,2024/09/11 0:23:24,2024/09/11 0:25:52,2d_pool,2d_group,100,1001-1064,64,64,Nuke,0,0,0,0,7,00:00:02:28,00:00:16:37,00:00:00:15,00:00:00:12,00:00:01:26,00:00:00:01,00:00:00:00,00:00:14:48,00:00:00:13,00:00:00:11,00:00:14:48,00:00:00:13,00:00:00:11,00:00:00:15,00:00:00:01,00:00:00:13,00:00:00:13,00:00:00:13,00:00:00:00,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,1526616841,23853388,24151484,3600588800,945323928,1120771584,99 %,23 %,27 %,38088911,195451445,0,0,0
ECF-2290_prep_allharnesscompile_amol_v001.nk,66e118877e6b4b9c2f4c551b,prashant.padvi,,,pnewspt099,2024/09/11 9:41:51,2024/09/11 9:41:52,2024/09/11 9:56:52,2d_pool,2d_group,100,977-1262,286,286,Nuke,0,0,0,1,17,00:00:15:00,00:04:01:36,00:00:00:50,00:00:00:48,00:00:02:02,00:00:00:00,00:00:00:00,00:03:57:07,00:00:00:49,00:00:00:47,00:03:57:07,00:00:00:49,00:00:00:47,00:00:00:50,00:00:00:00,00:00:00:49,00:00:00:49,00:00:00:49,00:00:00:00,00:00:00:48,00:00:00:48,00:00:01:03,00:00:38:07,29091068157,101717021,100475728,24553422848,2779247207,2431603200,96 %,2 %,2 %,108884745,4016315626,2830336,63827,0
jae109_0140_prep_poles_v051.nk,66e183127e6b4b9c2f4c5aa2,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/11 17:16:25,2024/09/11 17:16:26,2024/09/11 17:24:33,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16879994,0,0,8,00:00:08:07,00:00:58:21,00:00:04:51,00:00:05:17,00:00:00:53,00:00:00:04,00:00:00:04,00:00:57:28,00:00:04:47,00:00:05:12,00:00:57:28,00:00:04:47,00:00:05:12,00:00:00:30,00:00:00:00,00:00:00:29,00:00:00:29,00:00:00:32,00:00:00:01,00:00:00:32,00:00:00:32,00:00:00:00,00:00:00:00,0,0,0,89276858368,45393810261,51535736832,100 %,41 %,46 %,438149558,1048925662,0,0,0
jae109_0140_prep_poles_v051.nk,66e18a9f7e6b4b9c2f4c5b03,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/11 17:48:39,2024/09/11 17:48:40,2024/09/11 17:57:40,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16880266,0,0,7,00:00:09:00,00:01:00:34,00:00:05:02,00:00:04:57,00:00:00:37,00:00:00:03,00:00:00:03,00:00:59:56,00:00:04:59,00:00:04:54,00:00:59:56,00:00:04:59,00:00:04:54,00:00:00:31,00:00:00:00,00:00:00:31,00:00:00:31,00:00:00:30,00:00:00:01,00:00:00:30,00:00:00:30,00:00:00:00,00:00:00:00,0,0,0,89062092800,44640832170,52365971456,99 %,41 %,48 %,452842553,1096801840,0,0,0
jae109_0140_prep_poles_v051.nk,66e19d577e6b4b9c2f4c5c35,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/11 19:08:31,2024/09/11 19:08:40,2024/09/11 19:19:25,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16906382,0,0,7,00:00:10:44,00:01:09:07,00:00:05:45,00:00:05:06,00:00:01:14,00:00:00:06,00:00:00:06,00:01:07:52,00:00:05:39,00:00:05:00,00:01:07:52,00:00:05:39,00:00:05:00,00:00:00:36,00:00:00:00,00:00:00:35,00:00:00:35,00:00:00:31,00:00:00:01,00:00:00:31,00:00:00:31,00:00:00:00,00:00:00:00,0,0,0,135794679808,54403108864,61085024256,100 %,38 %,46 %,460199372,1244573068,0,0,0
jae109_0140_prep_poles_v051.nk,66e1a2f47e6b4b9c2f4c5ca9,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/11 19:32:28,2024/09/11 19:33:47,2024/09/11 19:49:01,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16917837,0,0,5,00:00:15:14,00:01:15:55,00:00:06:19,00:00:05:39,00:00:01:13,00:00:00:06,00:00:00:06,00:01:14:41,00:00:06:13,00:00:05:33,00:01:14:41,00:00:06:13,00:00:05:33,00:00:00:39,00:00:00:00,00:00:00:38,00:00:00:38,00:00:00:34,00:00:00:01,00:00:00:34,00:00:00:34,00:00:00:00,00:00:00:00,0,0,0,135162236928,52146497877,51769794560,99 %,36 %,37 %,473188041,1364531596,0,0,0
jae109_0140_prep_poles_v052.nk,66e1b9d37e6b4b9c2f4c5dc0,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/11 21:10:03,2024/09/11 21:10:04,2024/09/11 21:12:20,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16945732,0,0,8,00:00:02:16,00:00:17:54,00:00:01:29,00:00:01:34,00:00:00:37,00:00:00:03,00:00:00:03,00:00:17:16,00:00:01:26,00:00:01:31,00:00:17:16,00:00:01:26,00:00:01:31,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:10,00:00:00:01,00:00:00:10,00:00:00:10,00:00:00:00,00:00:00:00,0,0,0,13070200832,3962194117,5006416896,98 %,17 %,21 %,63161113,314078689,0,0,0
jae109_0140_prep_poles_v052.nk,66e1ba1c7e6b4b9c2f4c5dd1,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/11 21:11:16,2024/09/11 21:11:16,2024/09/11 21:22:29,2d_pool,2d_group,100,1024-1138,115,12,Nuke,1,16945726,0,0,7,00:00:11:12,00:01:15:01,00:00:06:15,00:00:05:54,00:00:00:52,00:00:00:04,00:00:00:03,00:01:14:08,00:00:06:10,00:00:05:51,00:01:14:08,00:00:06:10,00:00:05:51,00:00:00:39,00:00:00:00,00:00:00:38,00:00:00:38,00:00:00:36,00:00:00:01,00:00:00:36,00:00:00:36,00:00:00:00,00:00:00:00,0,0,0,137467596800,53645245952,58225455104,100 %,37 %,42 %,482505121,1353043212,0,0,0
jae109_0140_prep_poles_wire_v012.%04d_,66e19d6a7e6b4b9c2f4c5c42,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 19:08:50,2024/09/11 19:19:29,2024/09/11 19:21:03,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,3667,0,0,1,00:00:01:33,00:00:01:33,00:00:01:33,00:00:01:33,00:00:00:02,00:00:00:02,00:00:00:02,00:00:01:30,00:00:01:30,00:00:01:30,00:00:01:30,00:00:01:30,00:00:01:30,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,597929984,543285952,543285952,8 %,2 %,2 %,542476,27123782,0,0,0
jae109_0140_prep_poles_wire_v012_,66e19d707e6b4b9c2f4c5c44,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 19:08:56,2024/09/11 19:21:36,2024/09/11 19:22:19,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,8499,0,0,1,00:00:00:42,00:00:00:42,00:00:00:42,00:00:00:42,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:39,00:00:00:39,00:00:00:39,00:00:00:39,00:00:00:39,00:00:00:39,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1292996608,797155328,797155328,58 %,13 %,13 %,1394738,10728749,0,0,0
jae109_0140_prep_poles_wire_v013.%04d_,66e1a3137e6b4b9c2f4c5cab,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 19:32:59,2024/09/11 19:49:21,2024/09/11 19:51:10,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,3667,0,0,1,00:00:01:48,00:00:01:48,00:00:01:48,00:00:01:48,00:00:00:05,00:00:00:05,00:00:00:05,00:00:01:42,00:00:01:42,00:00:01:42,00:00:01:42,00:00:01:42,00:00:01:42,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,596008960,543001856,543001856,7 %,1 %,1 %,320681,32068080,0,0,0
jae109_0140_prep_poles_wire_v013_,66e1a3177e6b4b9c2f4c5cac,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 19:33:03,2024/09/11 19:51:20,2024/09/11 19:51:52,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,8499,0,0,1,00:00:00:31,00:00:00:31,00:00:00:31,00:00:00:31,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:28,00:00:00:28,00:00:00:28,00:00:00:28,00:00:00:28,00:00:00:28,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1289674752,882974016,882974016,66 %,27 %,27 %,1956123,7244900,0,0,0
jae109_0140_prep_poles_wire_v014.%04d_,66e1b9e77e6b4b9c2f4c5dcd,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 21:10:23,2024/09/11 21:13:05,2024/09/11 21:14:49,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,3667,0,0,1,00:00:01:43,00:00:01:43,00:00:01:43,00:00:01:43,00:00:00:02,00:00:00:02,00:00:00:02,00:00:01:40,00:00:01:40,00:00:01:40,00:00:01:40,00:00:01:40,00:00:01:40,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,595578880,412681920,412681920,8 %,2 %,2 %,615093,30754628,0,0,0
jae109_0140_prep_poles_wire_v014_,66e1b9ec7e6b4b9c2f4c5dce,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 21:10:28,2024/09/11 21:15:14,2024/09/11 21:15:58,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,8489,0,0,1,00:00:00:43,00:00:00:43,00:00:00:43,00:00:00:43,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:40,00:00:00:40,00:00:00:40,00:00:00:40,00:00:00:40,00:00:00:40,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1288343552,807030528,807030528,72 %,14 %,14 %,1735450,12396067,0,0,0
jae109_0140_prep_poles_wire_v015.%04d_,66e1ba287e6b4b9c2f4c5ddd,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 21:11:28,2024/09/11 21:22:39,2024/09/11 21:24:05,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,3667,0,0,1,00:00:01:26,00:00:01:26,00:00:01:26,00:00:01:26,00:00:00:03,00:00:00:03,00:00:00:03,00:00:01:23,00:00:01:23,00:00:01:23,00:00:01:23,00:00:01:23,00:00:01:23,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,593506304,497337920,497337920,2 %,1 %,1 %,256868,25686778,0,0,0
jae109_0140_prep_poles_wire_v015_,66e1ba2e7e6b4b9c2f4c5dde,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/11 21:11:34,2024/09/11 21:24:46,2024/09/11 21:25:32,2d_pool,2d_group,50,1024-1138,115,1,Nuke,1,8499,0,0,1,00:00:00:45,00:00:00:45,00:00:00:45,00:00:00:45,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:42,00:00:00:42,00:00:00:42,00:00:00:42,00:00:00:42,00:00:00:42,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1287909376,758087680,758087680,71 %,19 %,19 %,2361393,12428381,0,0,0
ps090_0140_prep_markerandrig_cleanplate_v001.%04d_,66e193007e6b4b9c2f4c5b95,ravindra.choure,None,,pnewsrt103.basilic.com,2024/09/11 18:24:24,2024/09/11 18:36:16,2024/09/11 18:36:24,2d_pool,2d_group,50,1025,1,1,Nuke,1,3804,0,0,1,00:00:00:07,00:00:00:07,00:00:00:07,00:00:00:07,00:00:00:04,00:00:00:04,00:00:00:04,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:07,00:00:00:04,00:00:00:03,00:00:00:03,00:00:00:08,00:00:00:05,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,0,0,0,367714304,329489856,329489856,1 %,1 %,1 %,7950,794986,0,0,0
ps090_0140_prep_markerandrig_forqc_v001.%04d_,66e19ff17e6b4b9c2f4c5c6b,ravindra.choure,None,,pnewsrt103.basilic.com,2024/09/11 19:19:37,2024/09/11 19:21:37,2024/09/11 19:22:07,2d_pool,2d_group,50,986-1075,90,1,Nuke,1,3702,0,0,1,00:00:00:30,00:00:00:30,00:00:00:30,00:00:00:30,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:27,00:00:00:27,00:00:00:27,00:00:00:27,00:00:00:27,00:00:00:27,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,494542848,433770144,433770144,7 %,3 %,3 %,219838,7327901,0,0,0
ps090_0140_prep_markerandrig_forqc_v001_,66e19ff57e6b4b9c2f4c5c6c,ravindra.choure,None,,pnewsrt103.basilic.com,2024/09/11 19:19:40,2024/09/11 19:22:40,2024/09/11 19:22:54,2d_pool,2d_group,50,986-1075,90,1,Nuke,1,8550,0,0,1,00:00:00:13,00:00:00:13,00:00:00:13,00:00:00:13,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:10,00:00:00:10,00:00:00:10,00:00:00:10,00:00:00:10,00:00:00:10,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,771088384,540183232,540183232,43 %,18 %,18 %,405954,2255299,0,0,0
ps090_0140_prep_markerandrig_forqc_v002.%04d_,66e1a0ed7e6b4b9c2f4c5c82,ravindra.choure,None,,pnewsrt103.basilic.com,2024/09/11 19:23:49,2024/09/11 19:24:48,2024/09/11 19:25:21,2d_pool,2d_group,50,986-1075,90,1,Nuke,1,3702,0,0,1,00:00:00:32,00:00:00:32,00:00:00:32,00:00:00:32,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:29,00:00:00:29,00:00:00:29,00:00:00:29,00:00:00:29,00:00:00:29,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,492802048,429465600,429465600,6 %,3 %,3 %,220037,7334554,0,0,0
ps090_0140_prep_markerandrig_forqc_v002_,66e1a0f07e6b4b9c2f4c5c83,ravindra.choure,None,,pnewsrt103.basilic.com,2024/09/11 19:23:52,2024/09/11 19:25:52,2024/09/11 19:26:06,2d_pool,2d_group,50,986-1075,90,1,Nuke,1,8550,0,0,1,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,770818048,533015200,533015200,52 %,23 %,23 %,526224,2287930,0,0,0
ps090_0140_prep_markerandrig_v016.nk,66e19fde7e6b4b9c2f4c5c5f,ravindra.choure,,,pnewsrt103.basilic.com,2024/09/11 19:19:18,2024/09/11 19:19:18,2024/09/11 19:20:50,2d_pool,2d_group,50,986-1075,90,9,Nuke,1,831793,0,0,6,00:00:01:31,00:00:07:45,00:00:00:51,00:00:00:47,00:00:00:25,00:00:00:02,00:00:00:02,00:00:07:19,00:00:00:48,00:00:00:44,00:00:07:19,00:00:00:48,00:00:00:44,00:00:00:05,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:05,00:00:00:01,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,0,0,0,6704398336,1278835434,1233317120,97 %,4 %,2 %,4384932,126974076,0,0,0
ps090_0140_prep_markerandrig_v016.nk,66e1a0e47e6b4b9c2f4c5c78,ravindra.choure,,,pnewsrt103.basilic.com,2024/09/11 19:23:40,2024/09/11 19:23:40,2024/09/11 19:24:31,2d_pool,2d_group,50,986-1075,90,9,Nuke,1,832115,0,0,7,00:00:00:50,00:00:05:47,00:00:00:38,00:00:00:41,00:00:00:26,00:00:00:02,00:00:00:02,00:00:05:20,00:00:00:35,00:00:00:38,00:00:05:20,00:00:00:35,00:00:00:38,00:00:00:03,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:05,00:00:00:01,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,0,0,0,7617810432,1310774208,1258891008,73 %,3 %,3 %,2900573,86817814,0,0,0
