Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes),Batch Name
F_bvg132_0080_paint_v006.nk,66a9ad3e7e6b4b9c2f49c226,madhuri.baxla,,,pnewspt092,2024/07/31 8:49:26,2024/07/31 8:49:27,2024/07/31 8:52:34,none,none,50,1001-1559,559,56,Nuke,0,0,0,0,18,00:00:03:06,00:00:55:05,00:00:00:59,00:00:00:57,00:00:01:16,00:00:00:01,00:00:00:00,00:00:53:29,00:00:00:57,00:00:00:55,00:00:53:29,00:00:00:57,00:00:00:55,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,24795805719,442782244,440830857,10455937024,4147794717,3680440576,85 %,2 %,1 %,23052416,903906153,0,0,0,
F_bvg132_0080_paint_v007.nk,66a9d6937e6b4b9c2f49c44b,madhuri.baxla,,,pnewspt092,2024/07/31 11:45:47,2024/07/31 11:45:48,2024/07/31 11:51:18,2d_pool,2d_group,100,1001-1559,559,559,Nuke,0,0,0,28,16,00:00:05:29,00:01:22:42,00:00:00:08,00:00:00:08,00:00:14:54,00:00:00:01,00:00:00:00,00:01:05:00,00:00:00:06,00:00:00:06,00:01:05:00,00:00:00:06,00:00:00:06,00:00:00:08,00:00:00:01,00:00:00:06,00:00:00:06,00:00:00:09,00:00:00:00,00:00:00:07,00:00:00:07,00:00:06:51,00:00:11:58,12339936018,22075019,0,12005408768,4577806940,4118260480,99 %,3 %,1 %,100087966,4989666528,0,0,0,
F_bvg132_0080_paint_v007.nk,66a9d8557e6b4b9c2f49c468,madhuri.baxla,,,pnewspt092,2024/07/31 11:53:16,2024/07/31 11:53:17,2024/07/31 12:04:01,2d_pool,2d_group,50,1001-1559,559,559,Nuke,0,0,0,0,11,00:00:10:43,00:01:53:09,00:00:00:12,00:00:00:11,00:00:04:21,00:00:00:00,00:00:00:00,00:01:45:05,00:00:00:11,00:00:00:11,00:01:45:05,00:00:00:11,00:00:00:11,00:00:00:12,00:00:00:00,00:00:00:11,00:00:00:11,00:00:00:12,00:00:00:00,00:00:00:12,00:00:00:12,00:00:00:00,00:00:15:51,22316539433,39922253,39626484,24587083776,12112318495,12066864128,99 %,2 %,1 %,28900075,1233329287,0,0,0,
F_bvg132_0080_paint_v007.nk,66a9e4697e6b4b9c2f49c54c,madhuri.baxla,,,pnewspt092,2024/07/31 12:44:49,2024/07/31 12:45:10,2024/07/31 12:47:26,2d_pool,2d_group,100,"1291-1320,1341-1350,1331-1340,1351-1360,1401-1460",120,120,Nuke,0,0,0,37,13,00:00:02:16,00:00:28:07,00:00:00:14,00:00:00:13,00:00:02:27,00:00:00:01,00:00:00:00,00:00:25:02,00:00:00:12,00:00:00:12,00:00:25:02,00:00:00:12,00:00:00:12,00:00:00:14,00:00:00:01,00:00:00:12,00:00:00:12,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:04:24,00:00:00:00,5500937047,45841142,46552750,11027570688,4446580373,5526810112,100 %,7 %,4 %,20345101,312952189,0,0,0,
F_bvg132_0080_paint_v007.nk,66a9e1aa7e6b4b9c2f49c4fa,madhuri.baxla,,,pnewspt092,2024/07/31 12:33:06,2024/07/31 12:33:07,2001/01/01 0:00:00,2d_pool,2d_group,100,1001-1559,559,56,Nuke,0,0,0,105,0,00:00:00:00,00:01:14:39,00:00:01:19,00:00:01:37,00:00:01:34,00:00:00:01,00:00:00:00,00:01:12:53,00:00:01:18,00:00:01:35,00:01:12:53,00:00:01:18,00:00:01:35,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:10,00:00:00:00,00:00:00:10,00:00:00:10,00:01:04:40,00:00:04:27,19251572127,343778073,435943456,19344273408,4749882734,2938767616,100 %,4 %,1 %,60415845,1296506246,0,0,0,
F_bvg132_0080_paint_v008.nk,66a9f4747e6b4b9c2f49c600,madhuri.baxla,,,pnewspt092,2024/07/31 13:53:16,2024/07/31 13:53:17,2001/01/01 0:00:00,none,none,50,1001-1559,559,56,Nuke,0,0,0,111,0,00:00:00:00,00:01:02:37,00:00:01:07,00:00:01:21,00:00:02:03,00:00:00:02,00:00:00:02,00:01:00:26,00:00:01:04,00:00:01:17,00:01:00:26,00:00:01:04,00:00:01:17,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:09,00:00:00:01,00:00:00:08,00:00:00:08,00:01:13:00,00:00:04:18,18805649424,335815168,435901088,16428322816,3880840464,2727050496,101 %,5 %,3 %,61480223,1058326440,0,0,0,
F_bvg132_0080_scews_prep_v019.nk,66a9bbca7e6b4b9c2f49c2a9,akshay.deshmukh,,,pnewspt081,2024/07/31 9:51:29,2024/07/31 9:51:32,2024/07/31 9:55:25,2d_pool,2d_group,100,1150-1350,201,201,Nuke,1,43096086,10,0,14,00:00:03:53,00:00:54:17,00:00:00:16,00:00:00:15,00:00:02:49,00:00:00:00,00:00:00:00,00:00:50:19,00:00:00:15,00:00:00:14,00:00:50:19,00:00:00:15,00:00:00:14,00:00:00:16,00:00:00:00,00:00:00:15,00:00:00:15,00:00:00:16,00:00:00:00,00:00:00:15,00:00:00:15,00:00:00:00,00:00:00:00,8828680025,43923781,43748048,10656952320,1372436622,1414458880,97 %,3 %,3 %,25706390,677150988,0,0,0,
F_bvg132_0080_scews_prep_v021.nk,66a9d2457e6b4b9c2f49c419,akshay.deshmukh,,,pnewspt081,2024/07/31 11:27:24,2024/07/31 11:27:26,2024/07/31 11:30:48,2d_pool,2d_group,50,1150-1350,201,201,Nuke,1,43225037,0,0,16,00:00:03:21,00:00:52:38,00:00:00:15,00:00:00:15,00:00:01:26,00:00:00:00,00:00:00:00,00:00:49:32,00:00:00:14,00:00:00:13,00:00:49:32,00:00:00:14,00:00:00:13,00:00:00:15,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:16,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:00,00:00:00:00,8827384689,43917336,43745398,12959612928,1394535491,1349047680,97 %,4 %,4 %,31948612,687853558,0,0,0,
F_bvg132_0080_scews_prep_v023.nk,66a9e3207e6b4b9c2f49c51c,akshay.deshmukh,,,pnewspt081,2024/07/31 12:39:20,2024/07/31 12:39:25,2024/07/31 12:44:16,2d_pool,2d_group,50,1150-1350,201,201,Nuke,1,43234640,0,0,12,00:00:04:50,00:00:53:50,00:00:00:16,00:00:00:15,00:00:02:26,00:00:00:00,00:00:00:00,00:00:49:51,00:00:00:14,00:00:00:13,00:00:49:51,00:00:00:14,00:00:00:13,00:00:00:16,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:16,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:00,00:00:00:00,8828764283,43924200,43748061,12617195520,1367165084,1312839936,98 %,4 %,3 %,29051649,677241079,0,0,0,
F_bvg132_0080_scews_prep_v023.nk,66a9e5367e6b4b9c2f49c567,akshay.deshmukh,,,pnewspt081,2024/07/31 12:48:14,2024/07/31 12:48:16,2024/07/31 12:51:17,2d_pool,2d_group,50,1150-1350,201,201,Nuke,1,43239569,0,0,16,00:00:03:01,00:00:47:52,00:00:00:14,00:00:00:13,00:00:01:15,00:00:00:00,00:00:00:00,00:00:44:58,00:00:00:13,00:00:00:12,00:00:44:58,00:00:00:13,00:00:00:12,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:00,00:00:00:00,8828680070,43923781,43748061,12619771904,1353724997,1353864064,98 %,5 %,4 %,29688733,538528089,0,0,0,
