Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Extra Info 0,Extra Info 1,Extra Info 2,Extra Info 3,Extra Info 4,Extra Info 5,Extra Info 6,Extra Info 7,Extra Info 8,Extra Info 9,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes)
301_06_whf_0495_prep_positionmatchmiddlechunk_prepchunk_v001.%04d_,66e333687e6b4b9c2f4c7347,mustak.ahamad,None,,pnewspt099.basilic.com,2024/09/13 0:01:04,2024/09/13 0:02:38,2024/09/13 0:03:01,2d_pool,2d_group,50,1017-1051,35,1,Nuke,,,,,,,,,,,1,4058,0,0,1,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,565899264,470830720,470830720,6 %,2 %,2 %,111311,5565543,0,0,0
301_06_whf_0495_prep_positionmatchmiddlechunk_prepchunk_v001_,66e3336c7e6b4b9c2f4c7349,mustak.ahamad,None,,pnewspt099.basilic.com,2024/09/13 0:01:08,2024/09/13 0:03:39,2024/09/13 0:03:54,2d_pool,2d_group,50,1017-1051,35,1,Nuke,,,,,,,,,,,1,9012,0,0,1,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:11,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1109098496,507501696,507501696,41 %,7 %,7 %,106431,1520429,0,0,0
301_06_whf_0495_prep_positionmatchmiddlechunk_prepchunk_v002.%04d_,66e354217e6b4b9c2f4c74b2,mustak.ahamad,None,,pnewspt099.basilic.com,2024/09/13 2:20:41,2024/09/13 2:22:03,2024/09/13 2:22:26,2d_pool,2d_group,50,1017-1051,35,1,Nuke,,,,,,,,,,,1,4058,0,0,1,00:00:00:22,00:00:00:22,00:00:00:22,00:00:00:22,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,565833728,461154496,461154496,11 %,3 %,3 %,167794,5593104,0,0,0
301_06_whf_0495_prep_positionmatchmiddlechunk_prepchunk_v002_,66e354247e6b4b9c2f4c74b3,mustak.ahamad,None,,pnewspt099.basilic.com,2024/09/13 2:20:44,2024/09/13 2:23:06,2024/09/13 2:23:41,2d_pool,2d_group,50,1017-1051,35,1,Nuke,,,,,,,,,,,1,9012,0,0,1,00:00:00:34,00:00:00:34,00:00:00:34,00:00:00:34,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:31,00:00:00:31,00:00:00:31,00:00:00:31,00:00:00:31,00:00:00:31,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1106956288,273294560,273294560,18 %,2 %,2 %,177149,8857412,0,0,0
301_06_whf_0495_prep_positionmatchmiddlechunk_v001.nk,66e3335e7e6b4b9c2f4c7340,mustak.ahamad,,,pnewspt099.basilic.com,2024/09/13 0:00:54,2024/09/13 0:00:55,2024/09/13 0:01:37,2d_pool,2d_group,50,1017-1051,35,4,Nuke,,,,,,,,,,,1,837386,0,0,4,00:00:00:42,00:00:02:25,00:00:00:36,00:00:00:36,00:00:00:11,00:00:00:02,00:00:00:03,00:00:02:13,00:00:00:33,00:00:00:33,00:00:02:13,00:00:00:33,00:00:00:33,00:00:00:04,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:04,00:00:00:01,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,0,0,0,3273973760,743075216,722963200,44 %,2 %,2 %,856987,35728388,0,0,0
301_06_whf_0495_prep_positionmatchmiddlechunk_v004.nk,66e3540d7e6b4b9c2f4c74ad,mustak.ahamad,,,pnewspt099.basilic.com,2024/09/13 2:20:21,2024/09/13 2:20:21,2024/09/13 2:21:33,2d_pool,2d_group,50,1017-1051,35,4,Nuke,,,,,,,,,,,1,1038511,0,0,3,00:00:01:11,00:00:03:29,00:00:00:52,00:00:00:55,00:00:00:12,00:00:00:03,00:00:00:03,00:00:03:17,00:00:00:49,00:00:00:52,00:00:03:17,00:00:00:49,00:00:00:52,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:01,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,0,0,0,4933976064,764337872,824470528,11 %,1 %,1 %,568560,56855852,0,0,0
301_06_whf_0495_prep_Removematt_kickbackwithgrain_v001.%04d_,66e468dd7e6b4b9c2f4c8281,mustak.ahamad,None,,pnewspt099.basilic.com,2024/09/13 22:01:25,2024/09/13 22:06:05,2024/09/13 22:06:32,2d_pool,2d_group,50,1017-1045,29,1,Nuke,,,,,,,,,,,1,3974,0,0,1,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,564469760,305598080,305598080,9 %,2 %,2 %,112610,5630487,0,0,0
301_06_whf_0495_prep_Removematt_kickbackwithgrain_v001_,66e468e27e6b4b9c2f4c8282,mustak.ahamad,None,,pnewspt099.basilic.com,2024/09/13 22:01:29,2024/09/13 22:07:09,2024/09/13 22:07:26,2d_pool,2d_group,50,1017-1045,29,1,Nuke,,,,,,,,,,,1,8901,0,0,1,00:00:00:17,00:00:00:17,00:00:00:17,00:00:00:17,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1040924672,380973888,380973888,59 %,7 %,7 %,277555,3965069,0,0,0
304_32_mvf_0030_prep_scfloorreflection_v011.nk,66e32a087e6b4b9c2f4c728a,suraj.hajare,,,pnewspt104,2024/09/12 23:21:04,2024/09/12 23:21:05,2001/01/01 0:00:00,2d_pool,2d_group,100,1001-1322,322,322,Nuke,,,,,,,,,,,0,0,0,130,0,00:00:00:00,00:00:12:25,00:00:00:02,00:00:00:00,00:00:01:44,00:00:00:00,00:00:00:00,00:00:10:31,00:00:00:01,00:00:00:00,00:00:10:31,00:00:00:01,00:00:00:00,00:00:00:02,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:39:53,00:00:02:50,984831146,3058481,0,10237763584,149897070,0,75 %,0 %,0 %,4389299,172870255,0,0,0
304_50_mvf_0060_prep_srcameracew_bggraound_v008.%04d_,66e4035f7e6b4b9c2f4c7d95,suraj.umbarkar,None,,pnewspt104.basilic.com,2024/09/13 14:48:23,2024/09/13 14:50:35,2024/09/13 14:51:48,2d_pool,2d_group,50,1017-1121,105,1,Nuke,,,,,,,,,,,1,3912,0,0,1,00:00:01:12,00:00:01:12,00:00:01:12,00:00:01:12,00:00:00:03,00:00:00:03,00:00:00:03,00:00:01:09,00:00:01:09,00:00:01:09,00:00:01:09,00:00:01:09,00:00:01:09,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,525852672,377281344,377281344,7 %,2 %,2 %,413938,20696860,0,0,0
304_50_mvf_0060_prep_srcameracew_bggraound_v008_,66e403667e6b4b9c2f4c7d96,suraj.umbarkar,None,,pnewspt104.basilic.com,2024/09/13 14:48:30,2024/09/13 14:52:43,2024/09/13 14:53:09,2d_pool,2d_group,50,1017-1121,105,1,Nuke,,,,,,,,,,,1,8787,0,0,1,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:23,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1026355200,433841632,433841632,47 %,7 %,7 %,391740,5596272,0,0,0
304_50_mvf_0060_prep_srcameracew_bggraound_v009.%04d_,66e4040b7e6b4b9c2f4c7dac,suraj.umbarkar,None,,pnewspt104.basilic.com,2024/09/13 14:51:15,2024/09/13 14:55:54,2024/09/13 14:57:07,2d_pool,2d_group,50,1017-1121,105,1,Nuke,,,,,,,,,,,1,3884,0,0,1,00:00:01:13,00:00:01:13,00:00:01:13,00:00:01:13,00:00:00:02,00:00:00:02,00:00:00:02,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,527310848,340649152,340649152,2 %,1 %,1 %,204881,20488090,0,0,0
304_50_mvf_0060_prep_srcameracew_bggraound_v009_,66e404107e6b4b9c2f4c7dad,suraj.umbarkar,None,,pnewspt104.basilic.com,2024/09/13 14:51:20,2024/09/13 14:58:03,2024/09/13 14:58:39,2d_pool,2d_group,50,1017-1121,105,1,Nuke,,,,,,,,,,,1,8787,0,0,1,00:00:00:36,00:00:00:36,00:00:00:36,00:00:00:36,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:33,00:00:00:33,00:00:00:33,00:00:00:33,00:00:00:33,00:00:00:33,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1024471040,462303232,462303232,32 %,5 %,5 %,450411,9008208,0,0,0
304_50_mvf_0060_prep_srcameracew_v009.nk,66e403247e6b4b9c2f4c7d81,suraj.umbarkar,,,pnewspt104.basilic.com,2024/09/13 14:47:23,2024/09/13 14:47:25,2024/09/13 14:50:05,2d_pool,2d_group,50,1017-1121,105,35,Nuke,,,,,,,,,,,1,2841385,0,0,11,00:00:02:40,00:00:28:47,00:00:00:49,00:00:00:48,00:00:00:54,00:00:00:01,00:00:00:02,00:00:27:43,00:00:00:47,00:00:00:45,00:00:27:43,00:00:00:47,00:00:00:45,00:00:00:16,00:00:00:00,00:00:00:15,00:00:00:15,00:00:00:17,00:00:00:01,00:00:00:16,00:00:00:16,00:00:00:00,00:00:08:06,0,0,0,84124950528,28963517110,19198943232,99 %,19 %,19 %,109636313,475898020,0,0,0
304_50_mvf_0060_prep_srcameracew_v009.nk,66e403fc7e6b4b9c2f4c7da0,suraj.umbarkar,,,pnewspt104.basilic.com,2024/09/13 14:51:00,2024/09/13 14:51:01,2024/09/13 14:55:28,2d_pool,2d_group,50,1017-1121,105,11,Nuke,,,,,,,,,,,1,2841438,0,0,5,00:00:04:27,00:00:19:45,00:00:01:47,00:00:01:25,00:00:00:31,00:00:00:02,00:00:00:02,00:00:19:13,00:00:01:44,00:00:01:22,00:00:19:13,00:00:01:44,00:00:01:22,00:00:00:11,00:00:00:00,00:00:00:10,00:00:00:10,00:00:00:09,00:00:00:01,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,0,0,0,132609843200,26142291584,25182771200,99 %,29 %,34 %,135367219,350230740,0,0,0
304_50_mvf_0060_prep_srcameracew_v009.nk,66e425e37e6b4b9c2f4c7f4c,suraj.umbarkar,,,pnewspt104.basilic.com,2024/09/13 17:15:34,2024/09/13 17:15:41,2024/09/13 17:19:43,2d_pool,2d_group,50,1017-1121,105,11,Nuke,,,,,,,,,,,1,2788572,0,0,6,00:00:04:02,00:00:22:43,00:00:02:03,00:00:02:01,00:00:00:39,00:00:00:03,00:00:00:03,00:00:22:04,00:00:02:00,00:00:01:58,00:00:22:04,00:00:02:00,00:00:01:58,00:00:00:12,00:00:00:00,00:00:00:12,00:00:00:12,00:00:00:13,00:00:00:01,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,0,0,0,121246212096,23884270382,23319670784,100 %,27 %,31 %,135651534,391744690,0,0,0
305_01_amc_0180_prep_SR_prep_v004.%04d_,66e398a47e6b4b9c2f4c76ee,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 7:13:00,2024/09/13 7:14:50,2024/09/13 7:17:47,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3716,0,0,1,00:00:02:57,00:00:02:57,00:00:02:57,00:00:02:57,00:00:00:07,00:00:00:07,00:00:00:07,00:00:02:49,00:00:02:49,00:00:02:49,00:00:02:49,00:00:02:49,00:00:02:49,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,561401856,486204224,486204224,6 %,2 %,2 %,1040492,52024580,0,0,0
305_01_amc_0180_prep_SR_prep_v004_,66e398a87e6b4b9c2f4c76ef,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 7:13:04,2024/09/13 7:18:01,2024/09/13 7:19:16,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:01:14,00:00:01:14,00:00:01:14,00:00:01:14,00:00:00:03,00:00:00:03,00:00:00:03,00:00:01:11,00:00:01:11,00:00:01:11,00:00:01:11,00:00:01:11,00:00:01:11,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1226207232,764399424,764399424,67 %,17 %,17 %,3540817,20828332,0,0,0
305_01_amc_0180_prep_SR_prep_v005.%04d_,66e3aa417e6b4b9c2f4c7871,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 8:28:09,2024/09/13 8:31:28,2024/09/13 8:34:32,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3688,0,0,1,00:00:03:03,00:00:03:03,00:00:03:03,00:00:03:03,00:00:00:03,00:00:00:03,00:00:00:03,00:00:02:59,00:00:02:59,00:00:02:59,00:00:02:59,00:00:02:59,00:00:02:59,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,561328128,533362048,533362048,9 %,2 %,2 %,1110239,55511912,0,0,0
305_01_amc_0180_prep_SR_prep_v005_,66e3aa457e6b4b9c2f4c7872,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 8:28:13,2024/09/13 8:34:41,2024/09/13 8:35:34,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:00:53,00:00:00:53,00:00:00:53,00:00:00:53,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:50,00:00:00:50,00:00:00:50,00:00:00:50,00:00:00:50,00:00:00:50,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1209876480,927228608,927228608,75 %,20 %,20 %,3128147,15640733,0,0,0
305_01_amc_0180_prep_SR_prep_v006.%04d_,66e3ab1a7e6b4b9c2f4c78a0,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 8:31:46,2024/09/13 8:38:55,2024/09/13 8:41:35,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3688,0,0,1,00:00:02:39,00:00:02:39,00:00:02:39,00:00:02:39,00:00:00:02,00:00:00:02,00:00:00:02,00:00:02:36,00:00:02:36,00:00:02:36,00:00:02:36,00:00:02:36,00:00:02:36,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,558174208,529764352,529764352,8 %,2 %,2 %,652503,32625120,0,0,0
305_01_amc_0180_prep_SR_prep_v006_,66e3ab1e7e6b4b9c2f4c78a1,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 8:31:50,2024/09/13 8:42:07,2024/09/13 8:49:28,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:07:20,00:00:07:20,00:00:07:20,00:00:07:20,00:00:00:09,00:00:00:09,00:00:00:09,00:00:07:11,00:00:07:11,00:00:07:11,00:00:07:11,00:00:07:11,00:00:07:11,00:00:00:01,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:02,00:00:00:01,00:00:00:02,00:00:00:02,00:00:00:00,00:00:00:00,0,0,0,1226555392,1163752704,1163752704,60 %,6 %,6 %,8096210,134936832,0,0,0
305_01_amc_0180_prep_SR_prep_v008.%04d_,66e3e46d7e6b4b9c2f4c7be3,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 12:36:21,2024/09/13 12:39:37,2024/09/13 12:43:14,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3688,0,0,1,00:00:03:37,00:00:03:37,00:00:03:37,00:00:03:37,00:00:00:02,00:00:00:02,00:00:00:02,00:00:03:34,00:00:03:34,00:00:03:34,00:00:03:34,00:00:03:34,00:00:03:34,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,563163136,473922560,473922560,7 %,2 %,2 %,1340413,67020624,0,0,0
305_01_amc_0180_prep_SR_prep_v008_,66e3e4747e6b4b9c2f4c7be4,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 12:36:28,2024/09/13 12:43:52,2024/09/13 12:44:50,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:00:57,00:00:00:57,00:00:00:57,00:00:00:57,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1213517824,729046336,729046336,60 %,24 %,24 %,3739102,15579591,0,0,0
305_01_amc_0180_prep_SR_prep_v009.%04d_,66e3faf37e6b4b9c2f4c7d16,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 14:12:27,2024/09/13 14:15:27,2024/09/13 14:18:32,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3688,0,0,1,00:00:03:05,00:00:03:05,00:00:03:05,00:00:03:05,00:00:00:03,00:00:00:03,00:00:00:03,00:00:03:02,00:00:03:02,00:00:03:02,00:00:03:02,00:00:03:02,00:00:03:02,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,557658112,456138848,456138848,8 %,2 %,2 %,1148438,57421900,0,0,0
305_01_amc_0180_prep_SR_prep_v009_,66e3fafa7e6b4b9c2f4c7d19,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 14:12:34,2024/09/13 14:18:39,2024/09/13 14:19:37,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:55,00:00:00:55,00:00:00:55,00:00:00:55,00:00:00:55,00:00:00:55,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1215877120,734988160,734988160,68 %,26 %,26 %,4054977,15596064,0,0,0
305_01_amc_0180_prep_SR_prep_v010.%04d_,66e3fdc07e6b4b9c2f4c7d48,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 14:24:23,2024/09/13 14:26:06,2024/09/13 14:29:17,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3688,0,0,1,00:00:03:11,00:00:03:11,00:00:03:11,00:00:03:11,00:00:00:02,00:00:00:02,00:00:00:02,00:00:03:08,00:00:03:08,00:00:03:08,00:00:03:08,00:00:03:08,00:00:03:08,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,557654016,455395648,455395648,7 %,2 %,2 %,1173915,58695752,0,0,0
305_01_amc_0180_prep_SR_prep_v010_,66e3fdc77e6b4b9c2f4c7d49,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 14:24:30,2024/09/13 14:29:18,2024/09/13 14:30:28,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:00:02,00:00:00:02,00:00:00:02,00:00:01:07,00:00:01:07,00:00:01:07,00:00:01:07,00:00:01:07,00:00:01:07,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1239166976,800322752,800322752,72 %,22 %,22 %,3037445,13806566,0,0,0
305_01_amc_0180_prep_SR_prep_v011.%04d_,66e40af37e6b4b9c2f4c7e74,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 15:20:43,2024/09/13 15:23:38,2024/09/13 15:28:50,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,3688,0,0,1,00:00:05:12,00:00:05:12,00:00:05:12,00:00:05:12,00:00:00:03,00:00:00:03,00:00:00:03,00:00:05:09,00:00:05:09,00:00:05:09,00:00:05:09,00:00:05:09,00:00:05:09,00:00:00:01,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:02,00:00:00:01,00:00:00:02,00:00:00:02,00:00:00:00,00:00:00:00,0,0,0,567439360,519219008,519219008,15 %,2 %,2 %,1948986,97449264,0,0,0
305_01_amc_0180_prep_SR_prep_v011_,66e40afb7e6b4b9c2f4c7e75,akshay.basarge,None,,pnewspt087.basilic.com,2024/09/13 15:20:51,2024/09/13 15:28:56,2024/09/13 15:29:57,2d_pool,2d_group,50,1017-1243,227,1,Nuke,,,,,,,,,,,1,8537,0,0,1,00:00:01:01,00:00:01:01,00:00:01:01,00:00:01:01,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1219063808,754891904,754891904,68 %,26 %,26 %,4488644,17264016,0,0,0
305_01_amc_0180_prep_SR_v019.nk,66e3986b7e6b4b9c2f4c76d9,akshay.basarge,,,pnewspt087.basilic.com,2024/09/13 7:12:02,2024/09/13 7:12:03,2024/09/13 7:14:48,2d_pool,2d_group,50,1017-1243,227,23,Nuke,,,,,,,,,,,1,2667463,0,0,15,00:00:02:45,00:00:41:01,00:00:01:47,00:00:01:57,00:00:00:58,00:00:00:02,00:00:00:02,00:00:40:00,00:00:01:44,00:00:01:54,00:00:40:00,00:00:01:44,00:00:01:54,00:00:00:10,00:00:00:00,00:00:00:10,00:00:00:10,00:00:00:12,00:00:00:01,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,0,0,0,10536497152,4985957409,4857666560,94 %,5 %,6 %,40608140,715286677,0,0,0
305_01_amc_0180_prep_SR_v019.nk,66e3aa377e6b4b9c2f4c785e,akshay.basarge,,,pnewspt087.basilic.com,2024/09/13 8:27:59,2024/09/13 8:27:59,2024/09/13 8:30:29,2d_pool,2d_group,50,1017-1243,227,23,Nuke,,,,,,,,,,,1,2514303,0,0,14,00:00:02:29,00:00:33:22,00:00:01:27,00:00:01:33,00:00:00:55,00:00:00:02,00:00:00:02,00:00:32:23,00:00:01:24,00:00:01:30,00:00:32:23,00:00:01:24,00:00:01:30,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:10,00:00:00:01,00:00:00:10,00:00:00:10,00:00:00:00,00:00:00:00,0,0,0,9913139200,5161834084,4946212864,98 %,9 %,6 %,40363776,570112836,0,0,0
305_01_amc_0180_prep_SR_v019.nk,66e3ab107e6b4b9c2f4c788c,akshay.basarge,,,pnewspt087.basilic.com,2024/09/13 8:31:36,2024/09/13 8:31:37,2024/09/13 8:38:18,2d_pool,2d_group,50,1017-1243,227,23,Nuke,,,,,,,,,,,1,2513931,0,0,4,00:00:06:40,00:00:24:31,00:00:01:03,00:00:00:49,00:00:02:38,00:00:00:06,00:00:00:02,00:00:21:49,00:00:00:56,00:00:00:46,00:00:21:49,00:00:00:56,00:00:00:46,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:05,00:00:00:01,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,0,0,0,10008702976,4179424656,3030895360,98 %,13 %,12 %,43630769,378710286,0,0,0
305_01_amc_0180_prep_SR_v020.nk,66e3e45d7e6b4b9c2f4c7bce,akshay.basarge,,,pnewspt087.basilic.com,2024/09/13 12:36:05,2024/09/13 12:36:06,2024/09/13 12:38:38,2d_pool,2d_group,50,1017-1243,227,23,Nuke,,,,,,,,,,,1,2694729,0,0,15,00:00:02:32,00:00:35:47,00:00:01:33,00:00:01:36,00:00:00:54,00:00:00:02,00:00:00:02,00:00:34:50,00:00:01:30,00:00:01:33,00:00:34:50,00:00:01:30,00:00:01:33,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:10,00:00:00:01,00:00:00:10,00:00:00:10,00:00:00:00,00:00:00:00,0,0,0,11109396480,5299391187,5222238720,97 %,7 %,7 %,42595692,621011855,0,0,0
